Vote Id,Order,,Date,Title,Procedure,Leg/NonLeg,Type of Vote,Rule,Rapporteur,Link,Committee,Policy Area,Part no,Subject,Am no,Author,RCV,Result,Yaes,Nays,Abstentions,Excluded
70,5,1,28/10/2004,2010 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,§ 38,,0,RCV,+,435,92,5,0
71,5,1,28/10/2004,2011 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,After recital A,2,GUE/NGL,RCV,-,79,429,11,0
72,5,1,28/10/2004,2012 draft general budget: section III,BUD,Bud,"2005 draft general budget, resolution (as a whole)",s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,vote: resolution (as a whole),,,RCV,+,439,94,7,0
73,5,1,28/10/2004,2005 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,§ 12,,0,RCV,+,435,45,32,0
74,5,1,28/10/2004,2006 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,§ 21,,0,RCV,+,424,90,8,0
75,5,1,28/10/2004,2007 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,After § 22,1,Verts/ALE,RCV,-,132,366,23,0
76,5,1,28/10/2004,2008 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,§ 40,,0,RCV,+,448,70,4,0
77,5,1,28/10/2004,2009 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,§ 43,,0,RCV,+,444,65,4,0
78,5,1,28/10/2004,2010 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,§ 49,,0,RCV,+,465,57,2,0
79,5,1,28/10/2004,2011 draft general budget: other sections,BUD,Bud,"2005 draft general budget: other sections, resolution (as a whole)",s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,,vote: resolution (as a whole),,0,RCV,+,455,66,6,0
80,5,1,28/10/2004,Result of the referendum and elections in Belarus,RSP,Non,Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Foreign & security policy,,vote: resolution (as a whole),,0,RCV,+,449,20,22,0
81,5,1,28/10/2004,Naval sonars,RSP,Non,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,ENVI,Environment & public health,,§ 3,1,PPE-DE,RCV,-,206,259,15,0
82,5,2,28/10/2004,Naval sonars,RSP,Non,Motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,ENVI,Environment & public health,,vote: resolution (as a whole),,0,RCV,+,441,15,14,0
83,5,1,28/10/2004,Iran,RSP,Non,Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Foreign & security policy,,vote: resolution (as a whole),,0,RCV,+,105,0,6,0
84,6,1,17/11/2004,Seed produced in third countries,CNS *,Leg,"Proposal for a Council directive, single vote",s,Joseph Daul,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AGRI,Agriculture,,single vote,,0,RCV,+,559,15,4,0
85,6,1,17/11/2004,ARGO programme,CNS *,Leg,"Proposal for a Council decision, single vote",s,Martine Roure,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,LIBE,"Civil liberties, justice & home affairs",,single vote,,0,RCV,+,572,72,7,0
86,6,1,17/11/2004,Instrument of financial support (Cyprus),CNS *,Leg,Proposal for a Council regulation,s,Mechtild Rothe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AFET,Foreign & security policy,,vote: legislative resolution,,0,RCV,+,618,39,24,0
87,6,1,17/11/2004,Arms exports,INI,Non,Motion for a resolution,s,Raül Romeva i Rueda,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AFET,Foreign & security policy,,§ 40,9D,PPE-DE,RCV,+,400,250,32,0
88,6,1,17/11/2004,ALTHEA mission in Bosnia and Herzegovina,RSP,Non,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AFET,Foreign & security policy,,Recital A,8,PPE-DE,RCV,+,507,75,102,0
89,6,1,17/11/2004,Climate change,RSP,Non,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,ENVI,Environment & public health,,§ 12,,0,RCV,+,639,19,24,0
90,6,2,17/11/2004,Climate change,RSP,Non,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,ENVI,Environment & public health,,vote: resolution (as a whole),,0,RCV,+,640,22,21,0
91,6,1,17/11/2004,Situation in Cuba,RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,Recital B,,0,RCV,-,252,413,18,0
92,6,2,17/11/2004,Situation in Cuba,RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,Recital D,,0,RCV,-,247,400,35,0
93,6,3,17/11/2004,Situation in Cuba,RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,Recital F,,0,RCV,-,240,436,10,0
94,6,4,17/11/2004,Situation in Cuba,RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,Recital G,,0,RCV,-,224,434,22,0
95,6,5,17/11/2004,Situation in Cuba,RSP,Non,Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,vote: resolution (as a whole),,0,RCV,-,260,405,19,0
96,6,6,17/11/2004,Situation in Cuba,RSP,Non,Motion for resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,§ 6,1D,"ALDE, UEN",RCV,-,279,391,16,0
97,6,7,17/11/2004,Situation in Cuba,RSP,Non,Motion for resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,,vote: resolution (as a whole),,,RCV,+,376,281,26,0
98,6,1,17/11/2004,"European Council meeting (Brussels, 4-5 November 2004)",RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Constitutional and inter-institutional affairs,,After § 11,3,GUE/NGL,RCV,-,304,360,15,0
99,6,2,17/11/2004,"European Council meeting (Brussels, 4-5 November 2004)",RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Constitutional and inter-institutional affairs,,After § 11,5,GUE/NGL,RCV,-,244,409,24,0
100,6,3,17/11/2004,"European Council meeting (Brussels, 4-5 November 2004)",RSP,Non,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Constitutional and inter-institutional affairs,,After § 34,14,ALDE,RCV,+,625,23,25,0
101,7,1,18/11/2004,Election of the Commission,NOM,Non,Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,0,Constitutional and inter-institutional affairs,,vote: resolution (as a whole),,0,RCV,+,478,84,98,0
102,7,2,18/11/2004,Election of the Commission,NOM,Non,Draft decision (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,0,Constitutional and inter-institutional affairs,,vote: decision (as a whole),,0,RCV,+,449,149,82,0
103,7,1,18/11/2004,European Ombudsman - annual report for 2003,INI,Non,Motion for resolution (as a whole),s,Proinsias De Rossa,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,PETI,Petitions,,vote: resolution (as a whole),,0,RCV,+,530,9,20,0
104,7,1,18/11/2004,Tibet (case of Tenzin Delek Rinpoche),RSP,Non,Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,0,Foreign & security policy,,vote: resolution (as a whole),,0,RCV,+,104,1,3,0
105,8,1,1/12/2004,Change to the agenda,,Non,,,,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041201&secondRef=TOC&language=EN,,Internal regulations of the EP,,Change to the agenda,,,RCV,-,104,130,22,0
106,9,1,2/12/2004,EC-Monaco Agreement (taxation of savings income),CNS,Leg,"Proposal for a Council decision, single vote",s,Jean-Paul Gauzès,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,ECON,Economics,,single vote,,0,RCV,+,449,12,40,0
107,9,1,2/12/2004,EU citizens' passports,CNS,Leg,Draft legislative resolution (as a whole),s,Carlos Coelho,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,LIBE,"Civil liberties, justice & home affairs",,vote: legislative resolution (as a whole),,0,RCV,+,471,118,6,0
108,9,1,2/12/2004,Financial perspectives,RSP,Non,Motion for resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,Temporary Committee,Economics,,After § 1,1,GUE/NGL,RCV,-,81,500,11,0
109,9,2,2/12/2004,Financial perspectives,RSP,Non,Motion for resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,Temporary Committee,Economics,,vote: resolution (as a whole),,0,RCV,+,499,67,39,0
110,10,1,14/12/2004,Support for rural development,CNS,Leg,"Proposal for a Council decision, single vote",s,Joseph Daul,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041214&secondRef=TOC,AGRI,Agriculture,,single vote,,0,RCV,+,603,20,16,0
111,11,1,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 1,41,IND/DEM,RCV,-,70,593,36,0
112,11,2,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 1,42,IND/DEM,RCV,-,64,608,28,0
113,11,3,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 1,43,IND/DEM,RCV,-,47,625,25,0
114,11,4,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 5,6,Mr TOUBON,RCV,-,270,393,34,0
115,11,5,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 7,25,GUE/NGL,RCV,-,270,375,50,0
116,11,6,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 19,28,GUE/NGL,RCV,+,360,248,82,0
117,11,7,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 27,45,IND/DEM,RCV,-,192,471,27,0
118,11,8,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 27,46/rev,IND/DEM,RCV,-,103,551,38,0
119,11,9,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 27,47,IND/DEM,RCV,-,235,407,49,0
120,11,10,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 34,18,GUE/NGL,RCV,+,395,213,78,0
121,11,11,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 35,83,"Mr TOUBON
and others",RCV,+,332,325,16,0
122,11,12,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 38,5,"Mr TOUBON
and others",RCV,-,272,378,34,0
123,11,13,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 38,48,IND/DEM,RCV,-,129,531,19,0
124,11,14,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 38,32,GUE/NGL,RCV,-,128,517,49,0
125,11,15,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 38,20,GUE/NGL,RCV,-,165,490,32,0
126,11,16,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 40,21,GUE/NGL,RCV,-,85,548,25,0
127,11,17,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 41,61,IND/DEM,RCV,-,108,576,13,0
128,11,18,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 42,,0,RCV,+,498,137,38,0
129,11,19,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 44,7,"Mr TOUBON
and others",RCV,-,252,407,34,0
130,11,20,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,1,After § 53,78,"Mr BROK
and others",RCV,+,481,167,38,0
131,11,21,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,2,After § 53,78,"Mr BROK
and others",RCV,-,225,447,17,0
132,11,22,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 54,51,IND/DEM,RCV,-,68,606,9,0
133,11,23,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 55,74,Verts/ALE,RCV,-,76,594,16,0
134,11,24,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 55,65,"Mr POSSELT
and others",RCV,-,227,451,13,0
135,11,25,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 55,68,"Mrs DE
SARNEZ
and others",RCV,-,210,438,33,0
136,11,26,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 58,76,"Mrs STENZEL
and others",RCV,-,199,455,25,0
137,11,27,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 58,52,IND/DEM,RCV,-,87,588,20,0
138,11,28,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 58,77,"Mr BROK
and others",RCV,-,230,446,19,0
139,11,29,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 59,53,IND/DEM,RCV,-,155,514,24,0
140,11,30,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,§ 59,75,Greens/ALE,RCV,-,72,578,40,0
141,11,31,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 59,16,"Mr LANGEN
and others",RCV,-,175,486,28,0
142,11,32,15/12/2004,Turkey's progress towards accession,INI,Non,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,,After § 59,15/rev,"Mr GAHLER
and others",RCV,-,165,489,38,0
